,brand,model,price,year,transmission,fuelConsumption,tax,mileage,fueltype,color,variant
21503,Audi, A3,"£24,900",2020,Semi-Auto,46.3 mpg,Tax: £170,"Mileage: 26,468",Petrol,grey,3 35 TFSI S Line 5dr S Tronic
21504,Audi, Q3,"£27,500",2020,Semi-Auto,47.1 mpg,Tax: £180,"Mileage: 26,477",Diesel,grey,35 TDI S Line 5dr S Tronic
21505,Audi, RS4,"£58,900",2021,Semi-Auto,28.3 mpg,Tax: £180,"Mileage: 29,559",Petrol,grey,RS 4 TFSI Quattro Carbon Black 5dr S Tronic
21506,Audi, A6,"£28,400",2020,Semi-Auto,50.4 mpg,Tax: £170,"Mileage: 30,233",Diesel,grey,40 TDI Black Edition 4dr S Tronic
21507,Audi, A4,"£28,900",2021,Semi-Auto,52.3 mpg,Tax: £170,"Mileage: 31,327",Diesel,grey,4 35 TDI Black Edition 5dr S Tronic
21508,Audi, A3,"£24,900",2021,Manual,44.8 mpg,Tax: £180,"Mileage: 34,227",Petrol,grey,3 35 TFSI Edition 1 5dr
21509,Audi, A3,"£16,900",2018,Manual,54.3 mpg,Tax: £145,"Mileage: 46,525",Petrol,grey,3 1.5 TFSI Black Edition 5dr
21510,Audi, A8,"£52,400",2022,Semi-Auto,38.7 mpg,Tax: £165,"Mileage: 8,165",Diesel,grey,L 50 TDI Quattro S Line 4dr Tiptronic
21561,Audi, Q2,"£23,900",2022,Manual,45.6 mpg,Tax: £180,"Mileage: 9,231",Petrol,grey,30 TFSI S Line 5dr
21562,Audi, Q2,"£21,400",2020,Semi-Auto,46.3 mpg,Tax: £180,"Mileage: 15,142",Petrol,grey,35 TFSI Sport 5dr S Tronic
21563,Audi, A5,"£27,200",2020,Semi-Auto,39.2 mpg,Tax: £170,"Mileage: 25,371",Petrol,grey,40 TFSI 204 S Line 2dr S Tronic
21564,Audi, A3,"£19,400",2019,Semi-Auto,42.2 mpg,Tax: £180,"Mileage: 28,380",Petrol,grey,3 35 TFSI S Line 5dr S Tronic
21565,Audi, A3,"£24,500",2021,Manual,44.8 mpg,Tax: £180,"Mileage: 28,477",Petrol,grey,3 35 TFSI Edition 1 5dr
