,brand,model,price,year,transmission,fuelConsumption,tax,mileage,fueltype,color,variant
73,Kia, Sportage,"£9,000",2014,Manual,52.3 mpg,Tax: £200,"Mileage: 67,599",Diesel,beige,CRDI 4 ISG
74,Kia, Sportage,"£9,000",2014,Manual,52.3 mpg,Tax: £200,"Mileage: 67,599",Diesel,beige,CRDI 4 ISG
75,Kia, Picanto,"£7,685",2012,Automatic,53.3 mpg,Tax: £150,"Mileage: 19,000",Petrol,beige,1.25 Halo Auto Euro 5 3dr BRAND NEW MOT AND SERVICE
76,Kia, Soul,"£4,500",2009,Manual,43.5 mpg,Tax: £240,"Mileage: 51,500",Petrol,beige,1.6 SHAKER 5d 125 BHP
77,Kia, Soul,"£3,995",2009,Manual,54.3 mpg,Tax: £180,"Mileage: 58,000",Diesel,beige,1.6 SHAKER CRDI 5d 127 BHP
78,Kia, Picanto,"£6,500",2012,Automatic,53.3 mpg,Tax: £150,"Mileage: 63,000",Petrol,beige,1.25 Halo Hatchback 3dr Petrol Auto Euro 5 (84 bhp)
79,Kia, Soul,"£2,495",2009,Manual,43.5 mpg,Tax: £240,"Mileage: 99,500",Petrol,beige,1.6 Shaker
80,Kia, Soul,"£7,370",2013,Manual,44.1 mpg,Tax: £200,"Mileage: 30,013",Petrol,beige,1.6 SHAKER 5d 138 BHP
81,Kia, Picanto,"£14,599",2019,Other,42.2 mpg,Tax: £180,"Mileage: 9,174",Petrol,beige,1.25 X-Line S 5dr Auto
253,Kia, Picanto,"£14,049",2021,Other,53.3 mpg,Tax: £180,"Mileage: 9,546",Petrol,black,1.0T GDi GT-line S 5dr [4 seats]
254,Kia, Sportage,"£18,599",2021,Other,38.7 mpg,Tax: £180,"Mileage: 12,568",Petrol,black,1.6 GDi ISG 2 5dr
255,Kia, Niro,"£17,049",2020,Other,58.9 mpg,Tax: £170,"Mileage: 14,567",Hybrid,black,1.6 GDi Hybrid 2 5dr DCT
256,Kia, Picanto,"£11,949",2020,Other,50.4 mpg,Tax: £180,"Mileage: 16,031",Petrol,black,1.0T GDi GT-line 5dr
257,Kia, Xceed,"£14,899",2021,Other,47.1 mpg,Tax: £180,"Mileage: 16,072",Petrol,black,1.0T GDi ISG Edition 5dr
258,Kia, Sportage,"£16,299",2019,Other,34.9 mpg,Tax: £180,"Mileage: 17,311",Petrol,black,1.6 GDi ISG 2 5dr
259,Kia, Stonic,"£13,999",2019,Other,47.1 mpg,Tax: £180,"Mileage: 18,593",Petrol,black,1.0T GDi 4 5dr
260,Kia, Picanto,"£12,049",2019,Other,55.4 mpg,Tax: £180,"Mileage: 19,937",Petrol,black,1.0T GDi GT-line S 5dr
261,Kia, Sportage,"£14,399",2017,Other,37.2 mpg,Tax: £320,"Mileage: 22,191",Petrol,black,1.6T GDi GT-Line 5dr [AWD]
262,Kia, Ceed,"£13,349",2019,Other,60.1 mpg,Tax: £180,"Mileage: 22,378",Diesel,black,1.6 CRDi ISG 2 5dr
348,Kia, Sportage,"£17,699",2020,Other,34.9 mpg,Tax: £180,"Mileage: 30,242",Petrol,black,1.6T GDi ISG GT-Line 5dr
349,Kia, Sportage,"£14,999",2019,Other,34.9 mpg,Tax: £180,"Mileage: 31,098",Petrol,black,1.6 GDi ISG 2 5dr
350,Kia, Sportage,"£18,899",2019,Other,44.8 mpg,Tax: £180,"Mileage: 32,740",Diesel,black,1.6 CRDi ISG 4 5dr DCT Auto
351,Kia, Sportage,"£16,199",2018,Other,34.9 mpg,Tax: £180,"Mileage: 35,680",Petrol,black,1.6T GDi ISG GT-Line 5dr
352,Kia, Sportage,"£15,049",2019,Other,47.1 mpg,Tax: £180,"Mileage: 37,789",Diesel,black,1.6 CRDi ISG 2 5dr
353,Kia, Sportage,"£19,749",2020,Other,32.1 mpg,Tax: £180,"Mileage: 38,458",Petrol,black,1.6T GDi ISG 4 5dr DCT Auto [AWD]
354,Kia, Sportage,"£13,949",2020,Other,53.3 mpg,Tax: £170,"Mileage: 38,485",Diesel,black,1.6 CRDi 48V ISG 1 5dr
355,Kia, Niro,"£18,249",2020,Other,65.7 mpg,Tax: £170,"Mileage: 40,979",Hybrid,black,1.6 GDi Hybrid 3 5dr DCT
356,Kia, Picanto,"£10,549",2020,Other,48.7 mpg,Tax: £180,"Mileage: 42,266",Petrol,black,1.25 X-Line 5dr
357,Kia, Ceed,"£13,949",2019,Other,56.5 mpg,Tax: £180,"Mileage: 44,939",Diesel,black,1.6 CRDi ISG GT-Line 5dr
447,Kia, Sportage,"£15,299",2020,Other,52.3 mpg,Tax: £170,"Mileage: 46,483",Diesel,black,1.6 CRDi 48V ISG 2 5dr
448,Kia, Sportage,"£15,149",2019,Other,47.1 mpg,Tax: £180,"Mileage: 46,709",Diesel,black,1.6 CRDi ISG 2 5dr
449,Kia, Optima,"£10,999",2018,Other,64.2 mpg,Tax: £180,"Mileage: 47,858",Diesel,black,1.7 CRDi ISG 2 5dr
450,Kia, Sportage,"£11,999",2017,Other,44.8 mpg,Tax: £200,"Mileage: 48,838",Petrol,black,1.6 GDi ISG 2 5dr
451,Kia, Sportage,"£16,249",2017,Other,44.8 mpg,Tax: £290,"Mileage: 49,108",Diesel,black,2.0 CRDi GT-Line S 5dr Auto [AWD]
452,Kia, Sportage,"£13,249",2018,Other,47.1 mpg,Tax: £180,"Mileage: 49,871",Diesel,black,1.6 CRDi ISG 2 5dr
453,Kia, Sportage,"£16,099",2019,Other,34.5 mpg,Tax: £180,"Mileage: 52,833",Petrol,black,1.6T GDi ISG 4 5dr
454,Kia, Sportage,"£14,849",2019,Other,34.9 mpg,Tax: £180,"Mileage: 55,495",Petrol,black,1.6T GDi ISG GT-Line 5dr
455,Kia, Sportage,"£13,899",2019,Other,47.1 mpg,Tax: £180,"Mileage: 64,768",Diesel,black,1.6 CRDi ISG 2 5dr
545,Kia, Optima,"£10,999",2018,Other,64.2 mpg,Tax: £180,"Mileage: 47,858",Diesel,black,1.7 CRDi ISG 2 5dr
546,Kia, Sportage,"£11,999",2017,Other,44.8 mpg,Tax: £200,"Mileage: 48,838",Petrol,black,1.6 GDi ISG 2 5dr
547,Kia, Sportage,"£16,249",2017,Other,44.8 mpg,Tax: £290,"Mileage: 49,108",Diesel,black,2.0 CRDi GT-Line S 5dr Auto [AWD]
548,Kia, Sportage,"£13,249",2018,Other,47.1 mpg,Tax: £180,"Mileage: 49,871",Diesel,black,1.6 CRDi ISG 2 5dr
549,Kia, Sportage,"£16,099",2019,Other,34.5 mpg,Tax: £180,"Mileage: 52,833",Petrol,black,1.6T GDi ISG 4 5dr
550,Kia, Sportage,"£14,849",2019,Other,34.9 mpg,Tax: £180,"Mileage: 55,495",Petrol,black,1.6T GDi ISG GT-Line 5dr
551,Kia, Pro Ceed,"£14,999",2019,Other,42.8 mpg,Tax: £180,"Mileage: 58,604",Petrol,black,1.4T GDi ISG GT-Line S 5dr DCT
552,Kia, Sportage,"£13,899",2019,Other,47.1 mpg,Tax: £180,"Mileage: 64,768",Diesel,black,1.6 CRDi ISG 2 5dr
553,Kia, Sportage,"£13,599",2020,Other,52.3 mpg,Tax: £170,"Mileage: 70,576",Diesel,black,1.6 CRDi 48V ISG 2 5dr
641,Kia, Sportage,"£13,100",2019,Manual,34.9 mpg,Tax: £180,"Mileage: 47,046",Petrol,black,"1.6 GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
642,Kia, Sportage,"£13,300",2017,Manual,61.4 mpg,Tax: £180,"Mileage: 51,645",Diesel,black,"1.7 CRDi 4 SUV 5dr Diesel Manual Euro 6 (s/s) (114 bhp) Full Leather,Android Auto"
643,Kia, Ceed,"£13,400",2021,Manual,62.8 mpg,Tax: £170,"Mileage: 15,296",Hybrid,black,"1.6 CRDi MHEV 2 Hatchback 5dr Diesel Hybrid Manual Euro 6 (s/s) (134 bhp) Android Auto,Apple CarPlay"
644,Kia, Sportage,"£15,600",2019,Manual,34.9 mpg,Tax: £180,"Mileage: 22,869",Petrol,black,"1.6 GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
645,Kia, Sportage,"£16,700",2021,Manual,34.5 mpg,Tax: £180,"Mileage: 44,335",Petrol,black,"1.6 T-GDi GT-Line SUV 5dr Petrol Manual Euro 6 (s/s) (174 bhp) Full Leather,Part Leather"
646,Kia, Niro,"£14,900",2021,Automatic,58.9 mpg,Tax: £170,"Mileage: 44,987",Hybrid,black,"1.6 GDi 2 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp) Part Leather,Android Auto"
647,Kia, Niro,"£14,100",2019,Automatic,58.9 mpg,Tax: £170,"Mileage: 46,321",Hybrid,black,"1.6 GDi 2 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp) Part Leather,Android Auto"
648,Kia, Optima,"£10,900",2017,Automatic,64.2 mpg,Tax: £35,"Mileage: 53,500",Diesel,black,"1.7 CRDi 3 Saloon 4dr Diesel DCT Euro 6 (s/s) (139 bhp) Part Leather,Android Auto"
649,Kia, Venga,"£8,900",2018,Manual,64.2 mpg,Tax: £180,"Mileage: 34,570",Diesel,black,"1.6 CRDi 3 MPV 5dr Diesel Manual Euro 6 (s/s) (114 bhp) Part Leather,Sat Nav"
650,Kia, Picanto,"£13,588",2021,Automatic,53.3 mpg,Tax: £180,"Mileage: 12,470",Petrol,black,1.0 3 5dr Auto [4 seats]
738,Kia, Venga,"£11,790",2019,Automatic,34.5 mpg,Tax: £180,"Mileage: 24,000",Petrol,black,1.6 2 5dr Auto [6]
739,Kia, Picanto,"£16,495",2021,Automatic,52.3 mpg,Tax: £180,"Mileage: 7,000",Petrol,black,X-LINE S
740,Kia, Picanto,"£9,450",2018,Manual,54.3 mpg,Tax: £180,"Mileage: 26,433",Petrol,black,1.25 GT-line 5dr
741,Kia, Picanto,"£13,052",2021,Manual,53.3 mpg,Tax: £180,"Mileage: 23,500",Petrol,black,1.0T GDi GT-line S 5dr [4 seats]
742,Kia, Sorento,"£44,995",2023,Automatic,38.2 mpg,Tax: £170,"Mileage: 4,879",Hybrid,black,1.6 T-GDi HEV Edition 5dr Auto
743,Kia, Sportage,"£19,849",2020,Manual,34.9 mpg,Tax: £180,"Mileage: 6,333",Petrol,black,e 1.6 GDi ISG 3 5dr
744,Kia, Sportage,"£22,500",2022,Manual,42.2 mpg,Tax: £180,"Mileage: 6,726",Petrol,black,e 1.6T GDi ISG 2 5dr
832,Kia, Picanto,"£13,295",2022,Manual,52.3 mpg,Tax: £180,"Mileage: 10,282",Petrol,black,1.0 X-Line S 5dr
833,Kia, Sportage,"£23,949",2020,Automatic,32.1 mpg,Tax: £180,"Mileage: 22,954",Petrol,black,e 1.6T GDi GT-Line S 5dr DCT Auto [AWD]
834,Kia, Niro,"£16,349",2019,Automatic,58.9 mpg,Tax: £170,"Mileage: 23,370",Hybrid,black,1.6 GDi Hybrid 2 5dr DCT
835,Kia, Stinger,"£22,000",2019,Automatic,40.9 mpg,Tax: £180,"Mileage: 33,563",Diesel,black,2.2 CRDi GT-Line S 5dr Auto
836,Kia, Sorento,"£24,850",2018,Automatic,43.5 mpg,Tax: £180,"Mileage: 38,048",Diesel,black,2.2 CRDi GT-Line S 5dr Auto
837,Kia, Xceed,"£12,750",2020,Manual,45.6 mpg,Tax: £180,"Mileage: 23,348",Petrol,black,1.0T GDi ISG 2 5dr
926,Kia, Sportage,"£19,798",2021,Manual,34.5 mpg,Tax: £180,"Mileage: 14,898",Petrol,black,e 1.6T GDi ISG GT-Line 5dr
927,Kia, Rio,"£14,887",2020,Automatic,44.8 mpg,Tax: £180,"Mileage: 18,612",Petrol,black,1.0 T GDi 118 GT-Line 5dr DCT
928,Kia, Niro,"£19,759",2020,Automatic,65.7 mpg,Tax: £170,"Mileage: 25,550",Hybrid,black,1.6 GDi Hybrid 3 5dr DCT
929,Kia, Niro,"£16,775",2020,Automatic,74.3 mpg,Tax: £170,"Mileage: 26,505",Hybrid,black,1.6 GDi Hybrid 2 5dr DCT
930,Kia, Picanto,"£9,995",2019,Manual,54.3 mpg,Tax: £180,"Mileage: 49,066",Petrol,black,1.25 X-Line 5dr
931,Kia, Ceed,"£11,600",2021,Manual,54.3 mpg,Tax: £180,"Mileage: 42,943",Petrol,black,"1.0 T-GDi 2 NAV Hatchback 5dr Petrol Manual Euro 6 (s/s) (118 bhp) Android Auto,Apple CarPlay"
932,Kia, Niro,"£21,700",2019,Automatic,54.3 mpg,Tax: £170,"Mileage: 12,468",Hybrid,black,"1.6 GDi 8.9kWh 3 SUV 5dr Petrol Plug-in Hybrid DCT Euro 6 (s/s) (139 bhp) Full Leather,Android Auto"
933,Kia, Xceed,"£16,800",2021,Manual,42.8 mpg,Tax: £180,"Mileage: 23,987",Petrol,black,"1.4 T-GDi First Edition SUV 5dr Petrol Manual Euro 6 (s/s) (138 bhp) Panoramic Roof,Full Leather"
934,Kia, Sportage,"£16,100",2019,Automatic,50.4 mpg,Tax: £170,"Mileage: 24,000",Hybrid,black,"1.6 CRDi EcoDynamics+ 2 SUV 5dr Diesel Hybrid DCT Euro 6 (s/s) (134 bhp) Part Leather,Android Auto"
1022,Kia, Niro,"£18,000",2021,Automatic,65.7 mpg,Tax: £170,"Mileage: 52,950",Hybrid,black,"1.6 GDi 3 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp) Full Leather,Android Auto"
1023,Kia, Sportage,"£19,300",2020,Automatic,48.7 mpg,Tax: £170,"Mileage: 53,496",Hybrid,black,"1.6 CRDi MHEV GT-Line S SUV 5dr Diesel Hybrid DCT Euro 6 (s/s) (134 bhp) Running Boards,Full Leather"
1024,Kia, Niro,"£15,600",2019,Automatic,65.7 mpg,Tax: £170,"Mileage: 61,858",Hybrid,black,"1.6 GDi 3 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp) Full Leather,Android Auto"
1025,Kia, Niro,"£22,305",2020,Automatic,65.7 mpg,Tax: £170,"Mileage: 6,908",Hybrid,black,1.6 GDi Hybrid 3 5dr DCT
1026,Kia, Xceed,"£17,021",2022,Manual,47.1 mpg,Tax: £180,"Mileage: 13,703",Petrol,black,1.0T GDi ISG Connect 5dr
1027,Kia, Pro Ceed,"£20,290",2022,Manual,48.7 mpg,Tax: £180,"Mileage: 13,722",Petrol,black,ceed
1028,Kia, Pro Ceed,"£22,009",2021,Automatic,46.3 mpg,Tax: £180,"Mileage: 14,020",Petrol,black,ceed
1029,Kia, Pro Ceed,"£27,665",2022,Automatic,41.5 mpg,Tax: £180,"Mileage: 4,250",Petrol,black,ceed
1030,Kia, Ceed,"£20,260",2022,Manual,49.6 mpg,Tax: £180,"Mileage: 8,501",Petrol,black,1.5T GDi ISG GT-Line 5dr
1113,Kia, Sportage,"£19,704",2020,Manual,34.9 mpg,Tax: £180,"Mileage: 27,086",Petrol,black,1.6T GDi ISG 4 5dr
1114,Kia, Niro,"£18,000",2021,Automatic,58.9 mpg,Tax: £170,"Mileage: 23,454",Hybrid,black,1.6 GDi Hybrid 2 5dr DCT
1115,Kia, Picanto,"£10,990",2020,Manual,49.6 mpg,Tax: £180,"Mileage: 20,117",Petrol,black,1.2 3 5d 83 BHP
1116,Kia, Sportage,"£27,350",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 4,288",Petrol,black,3
1117,Kia, Sportage,"£26,350",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 5,566",Petrol,black,3
1118,Kia, Sportage,"£25,850",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 8,238",Petrol,black,3
1119,Kia, Sportage,"£25,850",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 9,324",Petrol,black,3
1120,Kia, Niro,"£24,400",2020,Automatic,54.3 mpg,Tax: £170,"Mileage: 9,397",Hybrid,black,Plug in Hybrid
1207,Kia, Sportage,"£26,000",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 14,645",Petrol,black,3
1208,Kia, Sportage,"£26,000",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 15,288",Petrol,black,3
1209,Kia, Picanto,"£11,995",2021,Manual,57.7 mpg,Tax: £180,"Mileage: 24,844",Petrol,black,3
1210,Kia, Sportage,"£25,850",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 8,238",Petrol,black,3
1211,Kia, Sportage,"£25,850",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 9,324",Petrol,black,3
1212,Kia, Sportage,"£14,249",2019,Manual,34.9 mpg,Tax: £180,"Mileage: 37,701",Petrol,black,e 1.6 GDi ISG 2 5dr
1213,Kia, Sportage,"£16,100",2021,Manual,38.7 mpg,Tax: £180,"Mileage: 30,923",Petrol,black,"1.6 GDi 2 GPF SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
1214,Kia, Sportage,"£13,000",2017,Manual,37.2 mpg,Tax: £320,"Mileage: 38,678",Petrol,black,"1.6 T-GDi GT-Line SUV 5dr Petrol Manual AWD Euro 6 (174 bhp) Full Leather,Android Auto"
1215,Kia, Sportage,"£13,100",2019,Manual,34.9 mpg,Tax: £180,"Mileage: 55,125",Petrol,black,"1.6 GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
1216,Kia, Niro,"£14,100",2020,Automatic,65.7 mpg,Tax: £170,"Mileage: 90,457",Hybrid,black,"1.6 GDi 3 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp) Full Leather,Android Auto"
1304,Kia, Sportage,"£16,100",2021,Manual,38.7 mpg,Tax: £180,"Mileage: 30,923",Petrol,black,"1.6 GDi 2 GPF SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
1305,Kia, Sportage,"£13,200",2019,Manual,34.9 mpg,Tax: £180,"Mileage: 32,531",Petrol,black,"1.6 GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
1306,Kia, Sportage,"£13,000",2017,Manual,37.2 mpg,Tax: £320,"Mileage: 38,678",Petrol,black,"1.6 T-GDi GT-Line SUV 5dr Petrol Manual AWD Euro 6 (174 bhp) Full Leather,Android Auto"
1307,Kia, Sportage,"£19,000",2019,Automatic,31.7 mpg,Tax: £180,"Mileage: 38,788",Petrol,black,"1.6 T-GDi 4 SUV 5dr Petrol DCT AWD Euro 6 (s/s) (174 bhp) All Wheel Drive,Full Leather"
1308,Kia, Sportage,"£18,200",2020,Automatic,48.7 mpg,Tax: £170,"Mileage: 39,642",Hybrid,black,"1.6 CRDi EcoDynamics+ GT-Line SUV 5dr Diesel Hybrid DCT Euro 6 (s/s) (134 bhp) Full Leather,Android"
1309,Kia, Sportage,"£16,500",2019,Manual,34.5 mpg,Tax: £180,"Mileage: 47,384",Petrol,black,"1.6 T-GDi 4 SUV 5dr Petrol Manual Euro 6 (s/s) (174 bhp) Panoramic Roof,Full Leather"
1310,Kia, Sportage,"£9,200",2017,Manual,42.2 mpg,Tax: £240,"Mileage: 51,601",Petrol,black,"1.6 GDi 1 SUV 5dr Petrol Manual Euro 6 (130 bhp) Bluetooth,Ambient Lighting"
1311,Kia, Sportage,"£13,100",2019,Manual,34.9 mpg,Tax: £180,"Mileage: 55,125",Petrol,black,"1.6 GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (130 bhp) Android Auto,Apple CarPlay"
1312,Kia, Niro,"£14,100",2020,Automatic,65.7 mpg,Tax: £170,"Mileage: 90,457",Hybrid,black,"1.6 GDi 3 SUV 5dr Petrol Hybrid DCT Euro 6 (s/s) (139 bhp) Full Leather,Android Auto"
1397,Kia, Sorento,"£21,123",2018,Automatic,42.8 mpg,Tax: £180,"Mileage: 55,268",Diesel,black,2.2 CRDi KX-4 5dr Auto
1398,Kia, Sportage,"£27,990",2023,Manual,41.5 mpg,Tax: £180,"Mileage: 7,201",Petrol,black,e 1.6T GDi ISG 3 5dr
1399,Kia, Xceed,"£17,990",2023,Manual,46.3 mpg,Tax: £180,"Mileage: 10,608",Petrol,black,1.5T GDi ISG 2 5dr
1400,Kia, Stonic,"£18,990",2021,Automatic,49.6 mpg,Tax: £170,"Mileage: 10,911",Hybrid,black,1.0T GDi 48V GT-Line 5dr DCT
1401,Kia, Sorento,"£37,490",2023,Automatic,38.7 mpg,Tax: £170,"Mileage: 12,493",Hybrid,black,1.6 T-GDi HEV 3 5dr Auto
1402,Kia, Ceed,"£15,990",2020,Manual,46.3 mpg,Tax: £180,"Mileage: 12,752",Petrol,black,1.4T GDi ISG 3 5dr
1403,Kia, Stonic,"£16,490",2021,Automatic,49.6 mpg,Tax: £180,"Mileage: 13,492",Petrol,black,1.0T GDi 99 2 5dr DCT
1404,Kia, Xceed,"£21,990",2023,Manual,44.8 mpg,Tax: £180,"Mileage: 14,162",Petrol,black,1.5T GDi ISG GT-Line S 5dr
1493,Kia, Sportage,"£18,290",2020,Manual,32.1 mpg,Tax: £180,"Mileage: 15,311",Petrol,black,e 1.6T GDi ISG 2 5dr [AWD]
1494,Kia, Sportage,"£18,290",2021,Manual,33.2 mpg,Tax: £180,"Mileage: 15,886",Petrol,black,e 1.6T GDi ISG 2 5dr [AWD]
1495,Kia, Sportage,"£17,990",2020,Manual,32.1 mpg,Tax: £180,"Mileage: 19,645",Petrol,black,e 1.6T GDi ISG 2 5dr [AWD]
1496,Kia, Sportage,"£18,490",2021,Manual,50.4 mpg,Tax: £170,"Mileage: 23,792",Hybrid,black,e 1.6 CRDi 48V ISG 2 5dr
1497,Kia, Pro Ceed,"£18,250",2021,Manual,48.7 mpg,Tax: £180,"Mileage: 7,270",Petrol,black,1.5T GDi ISG GT-Line 5dr
1498,Kia, Sportage,"£21,950",2022,Automatic,42.8 mpg,Tax: £170,"Mileage: 22,202",Hybrid,black,e 1.6 CRDi 48V ISG GT-Line 5dr DCT Auto [AWD]
1585,Kia, Sportage,"£14,000",2017,Automatic,47.9 mpg,Tax: £180,"Mileage: 72,728",Diesel,black,CRDI KX-3
1586,Kia, Sportage,"£14,000",2017,Automatic,47.9 mpg,Tax: £180,"Mileage: 72,728",Diesel,black,CRDI KX-3
1587,Kia, Sportage,"£9,900",2017,Manual,44.8 mpg,Tax: £180,"Mileage: 76,854",Petrol,black,1 ISG
1588,Kia, Sportage,"£9,900",2017,Manual,44.8 mpg,Tax: £180,"Mileage: 76,854",Petrol,black,1 ISG
1589,Kia, Sportage,"£19,895",2018,Automatic,32.5 mpg,Tax: £180,"Mileage: 17,513",Petrol,black,e 1.6T GDi ISG GT-Line 5dr DCT Auto [AWD]
1590,Kia, Rio,"£17,850",2023,Automatic,50.4 mpg,Tax: £180,"Mileage: 6,199",Petrol,black,2
1591,Kia, Sportage,"£23,850",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 25,003",Petrol,black,3
1592,Kia, Sportage,"£23,850",2022,Manual,41.5 mpg,Tax: £180,"Mileage: 25,952",Petrol,black,3
1593,Kia, Sportage,"£19,850",2018,Automatic,44.8 mpg,Tax: £180,"Mileage: 28,332",Diesel,black,Gt Line S
1594,Kia, Sportage,"£24,295",2023,Manual,42.2 mpg,Tax: £180,"Mileage: 9,453",Petrol,black,e 1.6T GDi ISG 2 5dr
1682,Kia, Pro Ceed,"£19,490",2021,Manual,48.7 mpg,Tax: £180,"Mileage: 13,321",Petrol,black,1.5T GDi ISG GT-Line 5dr
1683,Kia, Sportage,"£18,495",2020,Manual,33.2 mpg,Tax: £180,"Mileage: 16,800",Petrol,black,e 1.6T GDi ISG 2 5dr [AWD]
1684,Kia, Niro,"£16,755",2020,Automatic,74.3 mpg,Tax: £170,"Mileage: 34,250",Hybrid,black,1.6 GDi Hybrid 2 5dr DCT
1685,Kia, Sportage,"£14,695",2018,Manual,34.9 mpg,Tax: £180,"Mileage: 22,500",Petrol,black,e 1.6 GDi ISG 2 5dr
1686,Kia, Ceed,"£10,500",2018,Manual,54.3 mpg,Tax: £180,"Mileage: 50,214",Petrol,black,1.0T GDi ISG GT-Line 5dr Parki
1687,Kia, Stonic,"£17,490",2023,Manual,51.4 mpg,Tax: £180,"Mileage: 1,284",Petrol,black,1.0T GDi 99 2 5dr
1688,Kia, Niro,"£20,990",2020,Automatic,65.7 mpg,Tax: £170,"Mileage: 8,929",Hybrid,black,1.6 GDi Hybrid 3 5dr DCT
1689,Kia, Xceed,"£20,290",2023,Manual,44.8 mpg,Tax: £180,"Mileage: 9,202",Petrol,black,1.5T GDi ISG 3 5dr
1690,Kia, Sportage,"£17,990",2018,Manual,34.9 mpg,Tax: £180,"Mileage: 10,972",Petrol,black,e 1.6T GDi ISG GT-Line 5dr
1776,Kia, Sportage,"£24,490",2023,Manual,42.2 mpg,Tax: £180,"Mileage: 11,932",Petrol,black,e 1.6T GDi ISG 2 5dr
1777,Kia, Sportage,"£22,387",2020,Automatic,32.5 mpg,Tax: £180,"Mileage: 5,846",Petrol,black,e 1.6T GDi ISG GT-Line 5dr DCT Auto [AWD]
1778,Kia, Stonic,"£15,281",2021,Manual,50.4 mpg,Tax: £170,"Mileage: 28,251",Petrol,black,1.0T GDi 48V GT-Line 5dr
1779,Kia, Rio,"£10,995",2019,Manual,48.7 mpg,Tax: £180,"Mileage: 36,371",Petrol,black,1.0 2 ISG 5d 99 BHP
1780,Kia, Carens,"£11,801",2017,Automatic,58.9 mpg,Tax: £180,"Mileage: 86,599",Diesel,black,1.7 CRDi ISG [139] 4 5dr DCT
1781,Kia, Sportage,"£21,500",2022,Manual,42.2 mpg,Tax: £180,"Mileage: 19,967",Petrol,black,1.6 T-GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (148 bhp)
1868,Kia, Sportage,"£23,690",2018,Automatic,32.1 mpg,Tax: £180,"Mileage: 9,785",Petrol,black,e 1.6T GDi GT-Line S 5dr DCT Auto [AWD]
1869,Kia, Niro,"£24,690",2021,Automatic,65.7 mpg,Tax: £170,"Mileage: 10,877",Hybrid,black,1.6 GDi Hybrid 4 5dr DCT
1870,Kia, Sportage,"£26,990",2022,Manual,41.5 mpg,Tax: £165,"Mileage: 14,166",Petrol,black,e 1.6T GDi ISG 3 5dr
1871,Kia, Pro Ceed,"£19,999",2021,Manual,48.7 mpg,Tax: £180,"Mileage: 23,441",Petrol,black,1.5T GDi ISG GT-Line 5dr
1872,Kia, Niro,"£19,990",2021,Automatic,65.7 mpg,Tax: £170,"Mileage: 45,245",Hybrid,black,1.6 GDi Hybrid 4 5dr DCT
1873,Kia, Ceed,"£10,990",2017,Manual,72.4 mpg,Tax: £180,"Mileage: 36,654",Diesel,black,1.6 CRDi ISG 4 5dr
1874,Kia, Picanto,"£16,999",2023,Automatic,52.3 mpg,Tax: £180,"Mileage: 2,440",Petrol,black,1.0 X-Line S 5dr Auto
1957,Kia, Niro,"£32,495",2023,Automatic,60.1 mpg,Tax: £170,"Mileage: 2,435",Hybrid,black,1.6 GDi Hybrid 4 5dr DCT
1958,Kia, Picanto,"£16,145",2022,Automatic,52.3 mpg,Tax: £180,"Mileage: 4,406",Petrol,black,1.0 X-Line S 5dr Auto
1959,Kia, Sorento,"£43,995",2023,Automatic,38.2 mpg,Tax: £170,"Mileage: 7,578",Hybrid,black,1.6 T-GDi HEV 4 5dr Auto
1960,Kia, Picanto,"£11,895",2021,Manual,57.7 mpg,Tax: £180,"Mileage: 8,288",Petrol,black,1.0 3 5dr [4 seats]
1961,Kia, Sportage,"£22,295",2021,Manual,50.4 mpg,Tax: £170,"Mileage: 14,585",Hybrid,black,e 1.6 CRDi 48V ISG JBL Black Edition 5dr
1962,Kia, Sorento,"£35,995",2022,Automatic,38.7 mpg,Tax: £170,"Mileage: 14,959",Hybrid,black,1.6 T-GDi HEV 3 5dr Auto
