,brand,model,price,year,transmission,fuelConsumption,tax,mileage,fueltype,color,variant
34744,Citroen, C1,"£8,650",2019,Manual,68.9 mpg,Tax: £180,"Mileage: 28,893",Petrol,white,Elle 1.0
34745,Citroen, C3,"£14,195",2021,Semi-Auto,50.4 mpg,Tax: £180,"Mileage: 22,448",Petrol,white,3 1.2 PureTech 110 Shine Plus 5dr EAT6
34746,Citroen, C3,"£16,656",2023,Manual,54.3 mpg,Tax: £180,Mileage: 62,Petrol,white,3 Aircross 1.2 PureTech 110 C-Series Edition 5dr
34829,Citroen, C4,"£16,999",2022,Manual,54.3 mpg,Tax: £165,"Mileage: 6,279",Petrol,white,4 1.2 PureTech Sense 5dr
34830,Citroen, C3,"£12,648",2021,Manual,51.4 mpg,Tax: £180,"Mileage: 13,461",Petrol,white,3 Aircross 1.2 PureTech 110 C-Series 5dr
34831,Citroen, C3,"£10,868",2020,Manual,51.4 mpg,Tax: £180,"Mileage: 17,963",Petrol,white,3 1.2 PureTech 83 Origins 5dr
34832,Citroen, C1,"£9,163",2019,Manual,58.9 mpg,Tax: £180,"Mileage: 21,090",Petrol,white,1 1.0 VTi 72 Origins 5dr
34833,Citroen, C3,"£13,995",2022,Manual,53.3 mpg,Tax: £180,"Mileage: 10,202",Petrol,white,3 1.2 PureTech C-Series Edition 5dr
34834,Citroen, Berlingo,"£20,495",2019,Semi-Auto,65.7 mpg,Tax: £180,"Mileage: 10,830",Diesel,white,o 1.5 BlueHDi 130 Flair M 5dr EAT8
34835,Citroen, C3,"£11,995",2021,Manual,54.3 mpg,Tax: n/a,"Mileage: 11,858",Petrol,white,3 1.2 PureTech Shine 5dr
34836,Citroen, C5 Aircross,"£22,495",2021,Semi-Auto,156.9 mpg,Tax: £170,"Mileage: 14,216",Hybrid,white,s 1.6 Plug-in Hybrid 225 Shine Plus 5dr e-EAT8
34837,Citroen, C3,"£11,295",2020,Manual,51.4 mpg,Tax: £180,"Mileage: 14,489",Petrol,white,3 1.2 PureTech Flair 5dr
34922,Citroen, C5 Aircross,"£22,995",2021,Semi-Auto,156.9 mpg,Tax: £170,"Mileage: 17,165",Hybrid,white,s 1.6 Plug-in Hybrid 225 Shine Plus 5dr e-EAT8
34923,Citroen, C3,"£13,995",2019,Semi-Auto,39.1 mpg,Tax: £180,"Mileage: 19,531",Petrol,white,3 Aircross 1.2 PureTech 110 Flair 5dr EAT6
34924,Citroen, C5 Aircross,"£16,995",2021,Manual,47.1 mpg,Tax: £180,"Mileage: 24,040",Petrol,white,s 1.2 PureTech 130 C-Series 5dr
34925,Citroen, SpaceTourer,"£24,995",2018,Manual,51.4 mpg,Tax: £180,"Mileage: 56,229",Diesel,white,2.0 BlueHDi 150 Flair M [8 Seat] 5dr
34926,Citroen, C3,"£13,490",2021,Manual,51.4 mpg,Tax: £180,"Mileage: 15,820",Petrol,white,3 Aircross 1.2 PureTech 110 Shine 5dr
34927,Citroen, C5 Aircross,"£15,995",2020,Manual,44.1 mpg,Tax: £180,"Mileage: 16,175",Petrol,white,s 1.2 PureTech 130 Flair 5dr
34928,Citroen, C1,"£8,704",2020,Manual,58.9 mpg,Tax: £180,"Mileage: 18,046",Petrol,white,1 1.0 VTi 72 Feel 3dr
34929,Citroen, C4,"£14,990",2021,Manual,54.3 mpg,Tax: £180,"Mileage: 21,016",Petrol,white,4 1.2 PureTech [130] Sense Plus 5dr
34930,Citroen, C1,"£9,320",2022,Manual,58.9 mpg,Tax: £180,"Mileage: 23,303",Petrol,white,1 1.0 VTi 72 Shine 5dr
35014,Citroen, C1,"£10,366",2019,Semi-Auto,67.3 mpg,Tax: £180,"Mileage: 27,413",Petrol,white,1 1.0 VTi 72 Flair 5dr ETG
